,first_prize,first_prize_size,prize_pool,resrult_bef1,resrult_bef2,resrult_bef3,resrult_bef4,resrult_bef5,resrult_beh1,resrult_beh2,result_day,result_num,second_prize,second_prize_size,total_bet_amount
472,"6,542,310",7,"3,437,657,318",10,17,22,23,25,7,9,2016/9/14,16108,"50,797",104,"173,106,306"
473,"6,607,125",7,"3,462,561,196",2,6,19,24,26,4,6,2016/9/12,16107,"175,322",44,"174,509,999"
474,"7,312,443",6,"3,493,879,603",3,21,30,33,35,1,4,2016/9/10,16106,"52,781",139,"191,510,252"
475,"10,000,000",1,"3,509,923,337",8,11,31,34,35,1,2,2016/9/7,16105,"173,380",55,"175,645,150"
476,"10,000,000",3,"3,475,855,899",1,20,22,23,30,6,7,2016/9/5,16104,"196,336",46,"176,312,231"
477,"10,000,000",3,"3,461,843,842",5,14,20,23,29,3,11,2016/9/3,16103,"107,797",76,"196,977,631"
478,0,0,"3,449,353,717",3,5,6,34,35,3,12,2016/8/31,16102,"155,538",55,"177,794,219"
479,"10,000,000",1,"3,405,154,941",4,6,28,33,35,7,12,2016/8/29,16101,"379,420",24,"176,690,621"
480,"10,000,000",1,"3,372,470,173",8,12,19,26,30,2,12,2016/8/27,16100,"67,260",145,"194,558,808"
481,"10,000,000",1,"3,337,125,371",3,4,12,14,27,1,5,2016/8/24,16099,"229,363",41,"176,499,869"
482,"7,630,986",4,"3,309,928,561",8,9,11,20,29,4,5,2016/8/22,16098,"56,705",101,"174,126,611"
483,"10,000,000",1,"3,318,516,210",6,8,18,31,33,10,12,2016/8/20,16097,"182,570",55,"194,470,665"
484,"7,280,272",5,"3,279,830,818",1,6,8,12,21,5,10,2016/8/17,16096,"123,759",63,"176,201,944"
485,"9,779,074",2,"3,296,613,494",8,12,18,19,21,3,6,2016/8/15,16095,"71,663",93,"172,149,445"
486,"7,651,464",7,"3,293,149,626",1,14,16,17,18,5,7,2016/8/13,16094,"180,781",47,"193,668,600"
487,"8,033,290",5,"3,305,502,727",1,8,14,30,35,6,7,2016/8/10,16093,"68,481",104,"174,774,485"
488,"10,000,000",2,"3,311,199,962",2,13,31,33,34,7,11,2016/8/8,16092,"172,219",44,"175,425,164"
489,"10,000,000",3,"3,290,154,296",8,13,17,21,22,2,8,2016/8/6,16091,"193,067",43,"194,108,585"
490,"10,000,000",1,"3,277,357,768",4,6,8,28,32,7,12,2016/8/3,16090,"228,071",40,"177,705,779"
491,0,0,"3,245,924,700",7,14,17,28,34,7,10,2016/8/1,16089,"143,575",57,"173,986,818"
492,"10,000,000",1,"3,206,441,463",4,6,17,21,30,6,11,2016/7/30,16088,"157,378",52,"191,906,681"
493,"10,000,000",2,"3,178,408,229",3,16,17,23,25,7,9,2016/7/27,16087,"138,645",57,"173,941,407"
494,"10,000,000",2,"3,165,240,870",3,5,22,25,30,7,9,2016/7/25,16086,"163,813",45,"170,252,092"
495,"5,355,451",47,"3,154,382,762",14,15,27,31,32,1,7,2016/7/23,16085,"76,135",97,"188,292,705"
496,0,0,"3,379,034,576",8,12,15,26,35,1,8,2016/7/20,16084,"244,199",35,"168,397,590"
497,"7,073,427",6,"3,337,317,109",1,5,9,33,35,1,5,2016/7/18,16083,"71,429",87,"172,863,465"
498,"7,670,901",6,"3,354,316,977",3,8,23,28,29,2,7,2016/7/16,16082,"102,289",76,"189,939,641"
499,"10,000,000",1,"3,364,881,401",6,7,18,21,33,3,8,2016/7/13,16081,"94,118",75,"171,324,058"
500,"9,120,909",4,"3,336,763,346",15,20,29,30,33,7,12,2016/7/11,16080,"133,795",54,"173,241,722"
501,"10,000,000",2,"3,335,784,172",7,14,15,20,27,5,10,2016/7/9,16079,"145,812",61,"192,640,889"
502,"10,000,000",1,"3,316,339,129",7,18,29,31,35,5,11,2016/7/6,16078,"150,604",48,"176,031,216"
503,"10,000,000",1,"3,290,546,304",9,11,14,16,35,2,5,2016/7/4,16077,"362,071",24,"174,576,074"
504,"9,767,946",4,"3,259,813,305",3,8,10,17,31,5,6,2016/7/2,16076,"173,379",51,"196,154,295"
505,"9,256,229",4,"3,255,540,118",3,7,17,22,31,8,12,2016/6/29,16075,"163,291",54,"176,883,798"
506,0,0,"3,253,621,821",1,5,7,11,14,3,8,2016/6/27,16074,"308,116",29,"175,722,061"
507,"6,617,923",9,"3,212,539,589",7,14,17,24,27,8,10,2016/6/25,16073,"35,457",216,"194,352,348"
508,"10,000,000",2,"3,244,300,482",16,20,24,26,31,4,9,2016/6/22,16072,"196,081",37,"175,717,401"
509,0,0,"3,228,188,881",8,15,19,20,33,7,12,2016/6/20,16071,"90,176",85,"175,417,801"
510,"10,000,000",2,"3,188,361,100",2,9,13,19,23,5,7,2016/6/18,16070,"154,856",57,"197,159,296"
511,0,0,"3,168,678,368",14,17,19,23,30,2,9,2016/6/15,16069,"172,894",43,"178,476,614"
512,"10,000,000",2,"3,130,353,378",5,7,22,26,34,7,12,2016/6/13,16068,"105,067",73,"177,410,817"
513,"6,834,426",7,"3,112,353,931",2,8,11,13,19,2,8,2016/6/11,16067,"118,226",61,"193,116,655"
514,"10,000,000",2,"3,134,209,189",10,28,29,31,33,5,11,2016/6/8,16066,"218,229",46,"174,801,414"
515,"10,000,000",2,"3,110,745,172",1,9,18,22,24,11,12,2016/6/6,16065,"225,905",38,"181,371,568"
516,"10,000,000",1,"3,091,375,735",1,2,10,18,35,5,11,2016/6/4,16064,"118,266",81,"203,000,672"
517,"5,840,860",14,"3,048,747,028",8,12,22,27,35,5,9,2016/6/1,16063,"124,023",64,"183,210,569"
518,"10,000,000",1,"3,132,059,059",2,10,14,15,35,1,9,2016/5/30,16062,"135,737",68,"188,425,995"
519,"10,000,000",3,"3,093,759,024",9,15,17,21,23,7,12,2016/5/28,16061,"192,296",52,"215,033,704"
520,"10,000,000",1,"3,077,037,661",2,6,22,27,34,8,11,2016/5/25,16060,"400,797",22,"196,515,573"
521,"10,000,000",2,"3,043,271,917",2,10,27,28,33,5,7,2016/5/23,16059,"143,169",61,"202,819,144"
522,"9,731,041",4,"3,014,713,549",2,15,17,23,28,5,9,2016/5/21,16058,"250,353",41,"229,058,692"
523,"7,002,637",7,"3,009,402,657",8,17,19,23,30,3,8,2016/5/18,16057,"89,132",93,"213,023,494"
524,"10,000,000",3,"3,032,443,827",10,12,14,31,35,4,5,2016/5/16,16056,"99,307",86,"210,790,992"
525,"10,000,000",1,"3,015,190,001",6,21,27,30,34,4,9,2016/5/14,16055,"158,077",52,"226,059,390"
526,"10,000,000",1,"2,979,083,994",2,5,9,21,30,6,7,2016/5/11,16054,"141,766",58,"205,932,685"
527,0,0,"2,944,900,065",4,13,15,30,35,3,5,2016/5/9,16053,"232,271",36,"201,842,185"
528,"9,927,164",3,"2,899,026,352",8,14,19,20,33,10,11,2016/5/7,16052,"52,598",166,"223,301,686"
529,"10,000,000",1,"2,893,688,412",16,21,23,24,32,7,8,2016/5/4,16051,"321,949",26,"207,454,874"
530,0,0,"2,861,932,628",7,17,21,29,35,4,5,2016/5/2,16050,"199,431",41,"188,690,604"
531,"10,000,000",3,"2,815,398,495",3,4,5,27,33,4,9,2016/4/30,16049,"309,766",31,"225,571,411"
532,"6,841,100",7,"2,796,673,004",4,12,17,25,27,4,10,2016/4/27,16048,"15,478",364,"211,943,223"
533,"10,000,000",2,"2,818,458,597",2,3,23,29,32,5,9,2016/4/25,16047,"151,835",63,"209,248,189"
534,"10,000,000",1,"2,802,250,699",3,19,22,32,34,8,12,2016/4/23,16046,"210,082",51,"234,063,155"
535,"10,000,000",2,"2,751,851,987",7,11,25,30,33,2,8,2016/4/20,16045,"84,640",79,"208,877,948"
536,"10,000,000",1,"2,741,738,778",1,6,10,20,31,5,11,2016/4/18,16044,"220,169",38,"209,144,746"
537,"10,000,000",2,"2,702,567,559",1,9,16,33,34,9,12,2016/4/16,16043,"200,654",55,"228,715,316"
538,"8,767,057",6,"2,664,544,915",2,6,8,19,24,1,6,2016/4/13,16042,"306,819",34,"214,155,413"
539,"8,286,971",4,"2,665,901,627",12,23,24,27,34,3,6,2016/4/11,16041,"142,554",57,"181,468,695"
540,"10,000,000",2,"2,670,147,850",20,22,29,30,35,1,6,2016/4/9,16040,"98,591",98,"195,762,857"
541,"10,000,000",1,"2,644,960,121",1,8,16,22,28,4,5,2016/4/6,16039,"56,639",128,"175,964,032"
542,"10,000,000",1,"2,619,796,551",3,7,9,15,33,5,12,2016/4/4,16038,"290,425",28,"162,789,486"
543,"9,893,072",4,"2,591,557,138",3,5,13,24,34,3,5,2016/4/2,16037,"250,605",39,"190,154,993"
544,"10,000,000",2,"2,586,646,951",7,15,26,30,31,3,6,2016/3/30,16036,"111,495",65,"178,303,412"
545,0,0,"2,569,760,622",17,22,24,25,29,9,12,2016/3/28,16035,"269,315",33,"176,183,863"
546,"10,000,000",3,"2,529,363,336",14,18,31,32,35,9,10,2016/3/26,16034,"263,586",38,"196,686,078"
547,"10,000,000",2,"2,511,698,040",3,14,15,31,35,9,10,2016/3/23,16033,"147,384",54,"176,664,030"
548,"10,000,000",2,"2,493,009,722",5,9,14,20,33,5,12,2016/3/21,16032,"161,918",57,"177,132,305"
549,"10,000,000",3,"2,476,910,786",3,14,24,27,29,4,11,2016/3/19,16031,"157,334",65,"199,452,289"
550,"7,316,928",5,"2,465,972,725",10,19,21,29,33,4,6,2016/3/16,16030,"117,400",66,"177,689,118"
551,"8,208,990",3,"2,479,920,749",20,26,27,29,32,5,12,2016/3/14,16029,"119,796",46,"171,706,268"
552,"10,000,000",2,"2,483,217,739",13,18,20,23,31,3,6,2016/3/12,16028,"212,750",37,"189,419,722"
553,"10,000,000",1,"2,463,504,249",6,11,13,15,28,2,6,2016/3/9,16027,"200,386",39,"165,730,671"
554,"10,000,000",2,"2,437,434,650",2,6,29,30,34,1,7,2016/3/7,16026,"286,308",33,"172,906,063"
555,"6,817,484",7,"2,414,488,420",3,6,13,23,24,7,10,2016/3/5,16025,"60,565",107,"189,993,749"
556,"10,000,000",3,"2,434,908,381",1,2,11,15,18,4,8,2016/3/2,16024,"293,421",31,"175,020,852"
557,"9,980,529",3,"2,423,340,376",4,9,14,25,27,6,11,2016/2/29,16023,"244,498",37,"172,348,704"
558,"8,322,614",5,"2,418,520,496",4,18,21,30,35,2,11,2016/2/27,16022,"171,287",53,"189,772,716"
559,"10,000,000",3,"2,423,302,041",1,4,9,10,35,9,11,2016/2/24,16021,"432,296",21,"172,707,771"
560,"10,000,000",3,"2,413,910,892",1,16,22,29,30,2,9,2016/2/22,16020,"169,545",45,"171,343,959"
561,"8,500,974",4,"2,404,067,663",4,11,15,20,26,8,9,2016/2/20,16019,"64,495",111,"190,202,047"
562,"6,595,943",9,"2,406,571,046",5,10,13,27,33,8,11,2016/2/17,16018,"75,696",81,"168,872,599"
563,"10,000,000",1,"2,435,071,508",11,18,24,28,29,5,10,2016/2/15,16017,"203,318",32,"164,715,457"
564,0,0,"2,412,371,190",3,10,22,29,32,2,5,2016/2/6,16016,"97,760",110,"219,513,959"
565,"10,000,000",1,"2,358,276,843",1,4,10,13,30,3,9,2016/2/3,16015,"126,080",50,"175,834,905"
566,"10,000,000",1,"2,336,966,940",6,8,21,24,27,2,10,2016/2/1,16014,"218,384",37,"167,498,517"
567,"9,581,482",4,"2,308,385,677",3,21,23,31,35,2,11,2016/1/30,16013,"246,681",40,"196,083,786"
568,"9,927,745",3,"2,304,563,180",5,7,11,23,28,3,12,2016/1/27,16012,"120,953",68,"174,347,733"
569,"8,455,618",4,"2,299,985,144",2,8,10,15,23,5,10,2016/1/25,16011,"152,113",48,"165,598,768"
570,"7,946,166",6,"2,302,754,070",12,13,15,16,28,2,5,2016/1/23,16010,"274,772",32,"186,070,936"
571,"10,000,000",2,"2,311,006,265",5,8,10,17,20,2,12,2016/1/20,16009,"127,973",55,"176,511,721"
572,"8,861,198",3,"2,298,400,864",5,12,31,34,35,4,5,2016/1/18,16008,"84,999",76,"178,354,713"
573,0,0,"2,298,709,549",2,5,14,32,35,1,3,2016/1/16,16007,"303,989",39,"202,035,521"
574,"9,007,208",3,"2,247,031,342",14,16,17,22,24,2,9,2016/1/13,16006,"298,056",31,"180,497,252"
575,"6,921,443",6,"2,246,550,937",6,9,12,15,20,8,11,2016/1/11,16005,"43,518",123,"169,105,644"
576,"10,000,000",1,"2,264,943,524",10,20,23,32,35,9,10,2016/1/9,16004,"221,591",41,"191,871,662"
577,"8,789,527",3,"2,227,670,567",4,12,17,22,26,6,7,2016/1/6,16003,"126,551",59,"175,147,656"
578,"10,000,000",2,"2,228,413,817",7,12,18,25,35,7,9,2016/1/4,16002,"76,006",91,"173,986,996"
579,0,0,"2,210,663,926",1,7,19,20,30,5,10,2016/1/2,16001,"90,901",83,"191,171,493"
580,"9,835,181",3,"2,174,681,996",1,7,22,27,33,2,11,2015/12/30,15153,"183,393",52,"177,341,413"
581,"10,000,000",1,"2,169,835,751",4,5,22,29,35,2,11,2015/12/28,15152,"270,382",34,"173,577,818"
582,"10,000,000",2,"2,137,475,851",15,16,18,30,35,1,7,2015/12/26,15151,"194,264",45,"197,782,412"
583,"8,586,173",4,"2,118,309,429",4,13,18,25,33,3,7,2015/12/23,15150,"120,005",58,"175,439,825"
584,"10,000,000",1,"2,120,052,540",4,6,10,12,28,2,8,2015/12/21,15149,"191,574",41,"172,292,839"
585,"8,288,276",3,"2,090,620,190",8,11,27,31,33,8,9,2015/12/19,15148,"207,954",36,"186,856,040"
586,0,0,"2,094,531,807",1,2,13,18,19,8,10,2015/12/16,15147,"39,141",149,"167,621,529"
587,"7,328,084",8,"2,058,880,835",4,15,19,27,31,4,11,2015/12/14,15146,"137,282",62,"168,450,253"
588,0,0,"2,075,176,701",6,7,20,29,32,11,12,2015/12/12,15145,"143,786",60,"186,825,762"
589,"7,225,565",6,"2,031,681,187",1,9,24,26,29,6,11,2015/12/9,15144,"142,351",53,"164,903,129"
590,0,0,"2,047,286,906",9,20,31,33,35,10,11,2015/12/7,15143,"219,379",38,"170,425,278"
591,"10,000,000",1,"2,006,518,972",12,14,22,26,30,3,6,2015/12/5,15142,"236,599",35,"178,123,661"
592,"10,000,000",2,"1,982,691,329",2,4,15,19,31,2,3,2015/12/2,15141,"214,588",37,"169,075,319"
593,"10,000,000",2,"1,964,244,295",1,11,15,26,35,6,11,2015/11/30,15140,"203,372",40,"166,263,824"
594,"9,633,388",3,"1,947,298,377",2,3,5,25,32,5,7,2015/11/28,15139,"170,653",55,"183,764,171"
595,"10,000,000",1,"1,943,530,802",1,16,20,29,32,4,7,2015/11/25,15138,"458,746",19,"165,225,737"
596,"6,668,934",6,"1,912,625,918",14,17,21,23,26,8,11,2015/11/23,15137,"33,527",163,"163,579,669"
597,0,0,"1,931,606,870",5,20,23,29,32,2,10,2015/11/21,15136,"313,506",29,"183,355,072"
598,"8,326,096",3,"1,885,887,140",5,16,20,25,29,6,8,2015/11/18,15135,"103,016",55,"169,937,109"
599,"10,000,000",1,"1,888,647,564",1,2,6,15,35,4,7,2015/11/16,15134,"166,325",44,"166,723,168"
600,"10,000,000",2,"1,864,412,215",3,7,8,25,30,4,8,2015/11/14,15133,"107,549",65,"183,154,237"
601,"7,217,938",4,"1,847,218,046",3,8,14,18,27,1,5,2015/11/11,15132,"77,107",73,"167,451,867"
602,"10,000,000",1,"1,859,845,621",11,17,19,20,27,2,3,2015/11/9,15131,"258,876",34,"165,318,307"
603,0,0,"1,829,288,227",17,25,31,32,34,2,12,2015/11/7,15130,"224,534",42,"180,690,724"
604,0,0,"1,787,749,312",1,6,23,25,29,3,9,2015/11/4,15129,"162,217",47,"168,098,239"
605,0,0,"1,745,843,042",10,12,23,30,32,3,4,2015/11/2,15128,"140,554",58,"163,647,991"
606,"10,000,000",2,"1,707,307,787",9,11,14,19,30,3,8,2015/10/31,15127,"150,417",51,"177,658,247"
607,"10,000,000",2,"1,688,575,292",4,5,8,9,21,3,6,2015/10/28,15126,"193,674",39,"167,281,836"
608,0,0,"1,676,808,840",2,3,15,17,28,8,10,2015/10/26,15125,"103,509",66,"161,220,270"
609,"10,000,000",1,"1,644,462,021",4,6,12,31,32,3,6,2015/10/24,15124,"183,164",46,"178,740,598"
610,"10,000,000",2,"1,617,571,033",4,15,27,29,30,2,10,2015/10/21,15123,"279,909",29,"162,261,394"
611,"10,000,000",1,"1,598,150,469",11,13,15,26,35,6,11,2015/10/19,15122,"222,914",36,"163,688,001"
612,"10,000,000",1,"1,574,025,843",2,4,17,27,28,4,6,2015/10/17,15121,"124,178",65,"183,528,820"
613,"5,286,036",12,"1,542,943,366",1,9,15,24,32,5,10,2015/10/14,15120,"15,000",146,"163,693,770"
614,"10,000,000",2,"1,612,482,645",1,8,12,16,21,6,11,2015/10/12,15119,"99,442",73,"161,118,237"
615,"10,000,000",1,"1,598,506,448",3,7,20,24,31,4,9,2015/10/10,15118,"234,588",35,"179,404,233"
616,"10,000,000",1,"1,571,949,674",6,17,20,30,33,10,11,2015/10/7,15117,"282,630",27,"150,716,634"
617,"10,000,000",1,"1,546,620,811",7,10,19,24,33,3,7,2015/10/5,15116,"57,318",107,"140,096,862"
618,"10,000,000",2,"1,524,904,832",8,12,13,14,16,3,9,2015/10/3,15115,"132,995",51,"156,838,517"
619,"10,000,000",2,"1,512,320,825",9,18,24,31,34,2,10,2015/9/30,15114,"287,412",30,"153,812,339"
620,"10,000,000",1,"1,491,364,543",1,14,21,29,33,2,10,2015/9/28,15113,"133,177",55,"155,983,901"
621,"6,132,899",12,"1,466,183,380",4,5,15,19,28,4,11,2015/9/26,15112,"83,506",72,"173,737,414"
622,"10,000,000",1,"1,508,880,896",7,8,16,24,28,3,10,2015/9/23,15111,"145,692",42,"155,902,332"
623,"8,796,319",3,"1,495,014,019",2,7,10,22,30,7,11,2015/9/21,15110,"91,163",78,"156,934,105"
624,"10,000,000",1,"1,495,720,964",1,6,11,22,31,3,12,2015/9/19,15109,"292,108",29,"175,266,499"
625,"10,000,000",1,"1,462,391,575",1,13,16,26,31,7,12,2015/9/16,15108,"250,464",32,"161,998,296"
626,"9,681,100",2,"1,433,360,911",3,23,25,28,29,6,7,2015/9/14,15107,"74,257",72,"156,081,037"
627,"10,000,000",3,"1,430,870,722",2,11,13,22,30,2,3,2015/9/12,15106,"109,179",77,"177,777,720"
628,"6,255,530",8,"1,420,929,062",8,9,15,21,27,5,9,2015/9/9,15105,"76,255",79,"158,749,270"
629,"9,165,291",4,"1,456,310,407",16,19,25,30,34,4,9,2015/9/7,15104,"233,023",33,"160,775,788"
630,"8,219,715",4,"1,455,105,281",7,9,15,25,34,4,10,2015/9/5,15103,"144,777",45,"171,173,990"
631,"10,000,000",3,"1,459,255,310",11,14,15,33,34,3,12,2015/9/2,15102,"198,786",42,"162,086,829"
632,"10,000,000",2,"1,449,994,950",6,12,17,18,32,7,12,2015/8/31,15101,"113,139",60,"158,243,139"
633,0,0,"1,439,790,281",9,15,18,23,32,5,7,2015/8/29,15100,"119,913",66,"178,385,394"
634,"10,000,000",1,"1,401,717,848",9,12,14,22,25,5,10,2015/8/26,15099,"118,781",60,"163,494,555"
635,"7,392,129",5,"1,376,083,288",9,14,21,27,33,6,9,2015/8/24,15098,"44,562",123,"158,809,204"
636,"5,995,473",11,"1,385,860,648",4,16,17,26,27,1,4,2015/8/22,15097,"20,461",295,"177,707,072"
637,"8,099,057",4,"1,435,883,288",3,9,12,18,21,2,6,2015/8/19,15096,"82,721",76,"160,650,698"
638,"10,000,000",2,"1,440,739,717",8,14,26,34,35,5,10,2015/8/17,15095,"95,306",51,"154,621,807"
639,"7,249,018",5,"1,435,245,222",2,3,10,11,29,3,7,2015/8/15,15094,"141,399",57,"173,594,229"
640,"8,805,364",3,"1,451,063,553",16,17,25,26,27,2,4,2015/8/12,15093,"53,680",95,"156,928,961"
641,"10,000,000",2,"1,451,533,975",2,14,21,27,34,5,8,2015/8/10,15092,"169,675",41,"152,197,701"
642,"5,702,251",12,"1,443,881,668",2,7,28,29,30,3,7,2015/8/8,15091,"60,709",91,"169,440,511"
643,"8,039,435",4,"1,512,866,237",6,9,11,17,21,6,8,2015/8/5,15090,"84,924",76,"155,099,232"
644,0,0,"1,518,071,721",5,12,18,20,27,10,12,2015/8/3,15089,"127,971",59,"150,454,358"
645,"10,000,000",2,"1,483,412,687",5,15,28,31,34,11,12,2015/8/1,15088,"381,203",24,"169,930,972"
646,"10,000,000",2,"1,470,621,295",2,5,15,17,22,1,11,2015/7/29,15087,"261,627",29,"155,740,439"
647,"9,941,256",2,"1,464,467,337",5,9,11,15,32,4,9,2015/7/27,15086,"90,748",51,"150,984,971"
648,"10,000,000",1,"1,461,889,590",2,3,4,6,16,3,12,2015/7/25,15085,"211,670",43,"170,011,903"
649,"10,000,000",2,"1,426,556,903",10,20,21,32,34,6,7,2015/7/22,15084,"112,914",56,"156,104,489"
650,"10,000,000",1,"1,413,999,921",14,16,19,25,29,10,12,2015/7/20,15083,"283,125",28,"155,306,617"
651,0,0,"1,386,721,781",8,15,28,31,33,3,6,2015/7/18,15082,"95,920",73,"171,399,172"
652,"9,998,951",3,"1,354,908,004",3,4,10,13,17,5,9,2015/7/15,15081,"258,864",28,"156,405,464"
653,"5,197,889",19,"1,350,821,094",14,20,29,30,32,3,8,2015/7/13,15080,"18,135",107,"153,920,898"
654,"10,000,000",2,"1,449,582,407",1,9,17,23,24,4,5,2015/7/11,15079,"185,287",43,"171,422,165"
655,"10,000,000",1,"1,439,120,707",19,24,26,28,33,1,2,2015/7/8,15078,"288,085",31,"161,483,265"
656,"9,859,169",3,"1,410,707,518",1,16,17,22,28,2,9,2015/7/6,15077,"83,173",68,"157,870,045"
657,"10,000,000",3,"1,407,154,321",3,19,21,31,34,5,12,2015/7/4,15076,"249,391",35,"177,379,432"
658,"10,000,000",1,"1,400,549,959",13,14,26,27,33,10,12,2015/7/1,15075,"277,900",28,"160,238,358"
659,0,0,"1,369,791,223",1,12,21,27,33,4,9,2015/6/29,15074,"309,662",26,"160,608,454"
660,"8,771,668",4,"1,328,502,863",9,26,27,30,34,1,6,2015/6/27,15073,"186,288",43,"179,205,990"
661,"5,501,180",18,"1,329,421,453",19,20,21,31,33,9,10,2015/6/24,15072,"21,892",255,"171,587,332"
662,"10,000,000",2,"1,431,495,361",4,6,13,16,34,4,10,2015/6/22,15071,"125,216",58,"163,767,077"
663,"10,000,000",1,"1,414,660,916",3,9,12,17,18,4,12,2015/6/20,15070,"162,612",56,"182,602,893"
664,"6,772,403",7,"1,381,432,966",2,9,11,22,25,1,7,2015/6/17,15069,"50,393",120,"169,115,808"
665,"10,000,000",3,"1,402,288,984",2,3,20,31,35,4,8,2015/6/15,15068,"348,239",27,"169,586,611"
666,"7,405,864",7,"1,393,017,834",4,10,18,24,27,4,11,2015/6/13,15067,"100,741",87,"188,803,797"
667,"10,000,000",1,"1,407,746,553",1,3,7,13,29,2,10,2015/6/10,15066,"277,368",35,"174,501,895"
668,"10,000,000",2,"1,371,749,617",4,5,7,13,35,8,11,2015/6/8,15065,"160,379",48,"168,372,417"
669,"9,677,929",3,"1,358,857,647",2,8,20,28,31,7,10,2015/6/6,15064,"129,013",64,"186,654,146"
670,0,0,"1,355,424,220",1,4,6,34,35,2,4,2015/6/3,15063,"260,988",40,"173,199,270"
671,"10,000,000",1,"1,309,316,213",6,7,13,14,15,1,4,2015/6/1,15062,"156,532",62,"167,993,435"
672,"8,020,321",5,"1,275,356,607",6,7,8,16,22,2,10,2015/5/30,15061,"118,278",66,"188,282,124"
673,"7,205,019",7,"1,281,829,945",16,24,25,26,33,4,11,2015/5/27,15060,"114,390",64,"177,925,335"
674,"10,000,000",1,"1,297,185,227",7,9,19,23,32,1,3,2015/5/25,15059,"101,924",69,"171,661,517"
675,"10,000,000",1,"1,272,415,378",10,14,20,27,30,7,12,2015/5/23,15058,"261,318",33,"191,940,346"
676,0,0,"1,239,297,755",1,5,7,14,26,4,6,2015/5/20,15057,"180,771",39,"178,811,732"
677,"8,023,380",5,"1,203,143,440",6,12,19,26,35,3,10,2015/5/18,15056,"198,149",45,"175,035,185"
678,"6,232,010",9,"1,210,286,220",6,11,14,20,30,5,10,2015/5/16,15055,"64,180",90,"193,677,838"
679,"6,893,459",7,"1,245,292,482",2,9,15,24,34,3,9,2015/5/13,15054,"83,843",100,"184,055,388"
680,"9,529,078",3,"1,268,085,740",8,25,28,29,32,4,7,2015/5/11,15053,"121,164",65,"172,582,965"
681,"10,000,000",1,"1,265,334,320",13,19,24,27,29,7,8,2015/5/9,15052,"121,149",78,"196,811,203"
682,"10,000,000",2,"1,237,114,602",1,2,11,16,21,1,5,2015/5/6,15051,"96,353",88,"185,896,288"
683,"8,749,315",3,"1,214,317,771",6,7,10,20,28,2,7,2015/5/4,15050,"19,526",232,"161,208,064"
684,"10,000,000",2,"1,215,002,201",8,9,11,15,22,8,10,2015/5/2,15049,"173,163",45,"167,521,507"
685,"7,786,959",4,"1,201,607,522",10,11,22,24,33,2,9,2015/4/29,15048,"168,906",42,"160,313,095"
686,"10,000,000",2,"1,209,162,913",1,2,17,23,31,5,12,2015/4/27,15047,"90,656",80,"161,867,018"
687,"6,089,599",9,"1,197,238,200",5,7,10,22,26,4,10,2015/4/25,15046,"38,854",146,"176,335,782"
688,"8,781,839",3,"1,236,261,155",8,9,22,29,30,8,12,2015/4/22,15045,"29,586",197,"163,552,645"
689,0,0,"1,236,933,448",16,18,27,31,33,1,3,2015/4/20,15044,"126,723",63,"160,136,919"
690,"10,000,000",2,"1,201,450,734",2,20,22,25,29,2,7,2015/4/18,15043,"221,391",38,"179,164,202"
691,"7,367,374",5,"1,178,648,370",3,7,12,17,24,2,11,2015/4/15,15042,"83,501",74,"160,724,766"
692,"5,397,755",21,"1,189,775,444",1,11,21,23,28,1,10,2015/4/13,15041,"42,414",149,"157,324,325"
693,"10,000,000",1,"1,338,069,698",2,9,10,23,35,9,12,2015/4/11,15040,"146,158",55,"174,893,028"
694,0,0,"1,310,555,606",3,6,7,16,25,1,6,2015/4/8,15039,"168,727",46,"156,374,573"
695,"10,000,000",2,"1,275,685,338",12,19,22,31,35,7,8,2015/4/6,15038,"119,378",65,"144,104,641"
696,"10,000,000",2,"1,266,667,677",10,16,21,28,31,7,8,2015/4/4,15037,"102,228",74,"166,837,072"
697,"10,000,000",1,"1,251,569,256",14,18,20,23,24,4,8,2015/4/1,15036,"209,153",32,"154,432,386"
698,"10,000,000",2,"1,230,022,010",22,24,29,30,35,1,10,2015/3/30,15035,"79,623",88,"158,651,414"
699,"7,831,863",5,"1,218,836,194",4,8,15,18,26,5,9,2015/3/28,15034,"99,655",73,"177,041,373"
700,0,0,"1,226,652,726",3,17,22,26,28,3,7,2015/3/25,15033,"145,171",44,"157,398,348"
701,"10,000,000",2,"1,196,045,799",6,21,25,27,30,7,11,2015/3/23,15032,"100,026",62,"154,307,257"
702,"10,000,000",3,"1,185,204,347",7,21,29,32,33,4,12,2015/3/21,15031,"132,219",60,"174,951,434"
703,"10,000,000",1,"1,177,191,244",9,18,19,26,31,2,5,2015/3/18,15030,"81,195",76,"155,910,978"
704,0,0,"1,156,201,713",7,10,19,30,35,3,5,2015/3/16,15029,"84,674",74,"156,821,118"
705,"7,727,358",4,"1,125,436,730",3,9,28,32,33,9,10,2015/3/14,15028,"55,009",107,"168,916,049"
706,"10,000,000",1,"1,132,469,279",5,21,22,25,28,3,10,2015/3/11,15027,"144,395",48,"152,329,023"
707,"6,864,076",6,"1,108,175,348",11,13,14,15,22,2,8,2015/3/9,15026,"161,249",37,"148,668,212"
708,"10,000,000",2,"1,127,093,621",7,10,20,22,27,10,11,2015/3/7,15025,"125,572",57,"165,356,211"
709,0,0,"1,110,363,550",2,6,8,16,34,3,4,2015/3/4,15024,"273,733",26,"145,281,488"
